Tipo de Solicitud,Nro. GEX,Fecha Vencimiento,Estado,Regional,Departamento,Tecnicos,Fecha de Solicitud,Fecha de Resolución,Fecha de Inscripción,Caudal,Volumen,Uso,Destino,Latitud,Longitud,Mes Inicio,Mes Final,Horas x Año,Id Solicitud,Sección y localidad catastral,Tipo de acuifero,profundidad,Diámetro,Caudal Ensayado,Nivel Estático,Nivel Dinámico,Accion Solicitud,Tipo Resolución,Número de Padrón,Dias_Demora,Es_Riego
Proyecto de Aprovechamiento,2024/36001/026693,2035-05-27,Registrada,ARTIGAS,ARTIGAS,SERGIO ANDRES GAGLIARDI URTASUN,2025-01-02,2025-05-27,2025-06-17,10.0,28800,Otros usos agropecuarios,Abrevadero de ganado,-30.52302327,-56.81409932,1.0,12.0,2880,257981,,SEDIMENTARIO,72.0,150.0,10.0,45.0,55.0,Nueva,Permiso de uso,2639,145.0,0
Proyecto de Aprovechamiento,2024/36001/026718,2035-02-18,Registrada,SALTO,ARTIGAS,SERGIO ANDRES GAGLIARDI URTASUN,2025-01-02,2025-02-18,2025-03-07,2.0,5760,Otros usos agropecuarios,Abrevadero de ganado,-30.83232333,-57.07244969,1.0,12.0,2880,257983,,FISURADO,125.0,150.0,2.0,12.0,22.0,Nueva,Permiso de uso,2181,47.0,0
Proyecto de Aprovechamiento,2024/36001/026703,2035-05-27,Registrada,ARTIGAS,ARTIGAS,SERGIO ANDRES GAGLIARDI URTASUN,2025-01-02,2025-05-27,2025-06-12,10.0,28800,Otros usos agropecuarios,Abrevadero de ganado,-30.51651801,-56.83263749,1.0,12.0,2880,257984,,FISURADO,36.0,150.0,30.0,7.6,22.0,Nueva,Permiso de uso,2157,145.0,0
Proyecto de Aprovechamiento,2024/36001/026631,2029-02-04,Registrada,SALTO,SALTO,MARTÍN GAYE DUTRA,2025-01-02,2025-08-07,2025-08-08,1.0,1440,Otros usos agropecuarios,Abrevadero de ganado,-31.10345065,-56.10033131,1.0,12.0,1440,257985,,FISURADO,32.0,160.0,3.0,1.3,9.03,Nueva,Permiso de uso,8321,217.0,0
Proyecto de Aprovechamiento,2024/36001/026755,2025-11-22,Registrada,SALTO,SALTO,SERGIO ANDRES GAGLIARDI URTASUN,2025-01-02,2025-05-13,2025-05-14,4.0,8640,Otros usos agropecuarios,Abrevadero de ganado,-31.30829915,-57.83418703,1.0,12.0,2160,257986,,FISURADO,70.0,150.0,4.0,12.0,22.0,Nueva,Permiso de uso,7347,131.0,0
Proyecto de Aprovechamiento,2024/36001/026784,2035-04-24,Registrada,MONTEVIDEO,MONTEVIDEO,NELSON ROBERTO MOLINA MOLINA,2025-01-03,2025-04-24,2025-04-28,5.0,14400,Industrial,Otros,-34.86928086,-56.24908864,1.0,12.0,2880,257987,,FISURADO,21.0,250.0,5.0,4.0,6.0,Nueva,Permiso de uso,43085,111.0,0
Proyecto de Aprovechamiento,2024/36001/026645,2029-07-11,Registrada,DURAZNO,FLORES,SEBASTIAN PEREZ BLANCO,2025-01-03,2025-05-08,2025-05-12,1.8,5184,Otros usos agropecuarios,Abrevadero de ganado,-33.726967,-56.93501942,1.0,12.0,2880,257988,,SEDIMENTARIO,50.0,160.0,1.8,20.0,32.0,Nueva,Permiso de uso,3874,125.0,0
Proyecto de Aprovechamiento,2024/36001/025827,2035-05-13,Registrada,DURAZNO,FLORIDA,HUGO LUIS BONJOUR MORALES,2025-01-03,2025-05-13,2025-05-14,8.0,5760,Otros usos agropecuarios,Abrevadero de ganado,-33.33315357,-55.55718407,1.0,12.0,720,257989,,FISURADO,43.0,160.0,8.0,0.8,5.8,Nueva,Permiso de uso,9479,130.0,0
Permiso de Estudio,2025/36001/000030,2025-07-10,Registrada,MONTEVIDEO,CANELONES,SEBASTIAN PEREZ BLANCO,2025-01-07,2025-01-10,2025-01-13,,,Industrial,Alimentos y bebidas,-34.6900798,-56.03784925,,,,257993,,AMBOS,,,,,,Nueva,Permiso de uso,24750,3.0,0
Proyecto de Aprovechamiento,2025/36001/000016,2025-09-10,Registrada,SAN JOSÉ,SAN JOSÉ,ALEJANDRO AGUSTIN OLEAGA BAZTERRICA,2025-01-07,2025-03-11,2025-04-09,5.4,8554,Industrial,Otros,-34.62838428,-56.64577729,1.0,12.0,1584,257994,,SEDIMENTARIO,50.0,200.0,17.4,30.17,32.1,Nueva,Permiso de uso,18843,63.0,0
Proyecto de Aprovechamiento,2025/36001/000022,2035-07-25,Registrada,ROCHA,MALDONADO,ALEJANDRO AGUSTIN OLEAGA BAZTERRICA,2025-01-07,2025-07-25,2025-07-28,6.0,20750,Otros usos,Llenado de embalse/tanque,-34.89037698,-54.82589972,1.0,12.0,4320,257995,,"FISURADO, AMBOS",57.0,160.0,1.5,6.28,15.13,NuevaNueva,Permiso de usoPermiso de uso,24437,199.0,0
Proyecto de Aprovechamiento,2024/36001/015033,2035-03-31,Registrada,MONTEVIDEO,MONTEVIDEO,FRANCISCO DANIEL ABELENDA RINDZINSKY,2025-01-07,2025-03-31,2025-04-09,0.8,4608,Industrial,Otros,-34.90493667,-56.1344296,1.0,12.0,5760,257996,,FISURADO,50.0,160.0,0.8,1.0,28.0,Nueva,Permiso de uso,430970,83.0,0
Proyecto de Aprovechamiento,2024/36001/027635,2035-05-08,Registrada,SAN JOSÉ ESTE,FLORIDA,ALEJANDRO LEONEL SCHIPILOV ZACCHINO,2025-01-07,2025-05-08,2025-05-12,2.25,1350,Otros usos,Otros,-34.08740242,-56.22961584,1.0,12.0,600,257997,,FISURADO,40.0,160.0,2.25,7.0,18.0,Nueva,Permiso de uso,10947,121.0,0
Proyecto de Aprovechamiento,2025/36001/000065,2035-05-19,Registrada,DURAZNO,FLORIDA,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-01-07,2025-05-19,2025-05-20,5.0,3600,Otros usos,Otros,-33.7405038,-56.31914852,1.0,12.0,720,257998,,FISURADO,33.0,160.0,5.0,18.0,23.0,Nueva,Permiso de uso,3818,132.0,0
Proyecto de Aprovechamiento,2024/36001/025522,2034-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,SERGIO ANDRES GAGLIARDI URTASUN,2025-01-09,2025-01-22,2025-01-29,5.0,9000,Riego,Frutales,-34.82516596,-56.36439229,12.0,5.0,1800,258004,,FISURADO,61.0,154.0,7.7,15.0,39.0,Renov/Modif,Permiso de uso,166869,13.0,1
Proyecto de Aprovechamiento,2024/36001/004735,2035-01-30,Registrada,MONTEVIDEO,MONTEVIDEO,SEBASTIAN PEREZ BLANCO,2025-01-09,2025-01-30,2025-02-04,10.2,14688,Otros usos,Comercial y servicios,-34.8943995,-56.16243187,1.0,12.0,1440,258007,,FISURADO,53.0,160.0,10.2,30.0,32.0,Nueva,Permiso de uso,26344,21.0,0
Proyecto de Aprovechamiento,2024/36001/026792,2035-06-03,Registrada,SALTO,SALTO,SERGIO ANDRES GAGLIARDI URTASUN,2025-01-10,2025-06-03,2025-06-13,3.0,1440,Otros usos agropecuarios,Abrevadero de ganado,-31.1316972,-57.5044249,1.0,12.0,480,258010,,FISURADO,33.0,160.0,3.0,16.0,22.0,Nueva,Permiso de uso,13464,144.0,0
Proyecto de Aprovechamiento,2024/36001/027489,2035-07-25,Registrada,FRAY BENTOS,PAYSANDÚ,ALEJANDRO LEONEL SCHIPILOV ZACCHINO,2025-01-10,2025-07-25,2025-07-29,3.6,5184,Otros usos agropecuarios,Otros,-32.30170335,-58.02793024,1.0,12.0,1440,258012,,SEDIMENTARIO,31.0,160.0,3.6,19.1,23.32,Nueva,Permiso de uso,6911,196.0,0
Proyecto de Aprovechamiento,2025/36001/000510,2035-06-30,Registrada,SAN JOSÉ,CANELONES,"ANDRÉS SARACHO POSES, FRANCO DAMIAN BOLOGNA FERNANDEZ, GUILLERMO DUBOSC ARRESEIGOR",2025-01-16,2025-05-16,2025-05-28,1.4,7740,Riego,Hortalizas,-34.69533917,-56.15384339,1.0,12.0,720,258018,,FISURADO,70.0,152.4,1.4,6.42,20.85,NuevaNueva,Permiso de usoPermiso de uso,20896,120.0,1
Proyecto de Aprovechamiento,2024/36001/027331,2034-06-30,Registrada,MONTEVIDEO,CANELONES,"RAFAEL MARIO CAPRIO BUZZETTI, SEBASTIAN PEREZ BLANCO",2025-01-15,2025-05-06,2025-05-07,7.5,6000,Riego,Otros,-34.70933542,-56.10484002,9.0,4.0,800,258022,,"FISURADO, FISURADO",46.0,160.0,5.0,17.5,19.0,NuevaNueva,Permiso de usoPermiso de uso,1532,111.0,1
Proyecto de Aprovechamiento,2024/36001/027559,2035-06-25,Registrada,MONTEVIDEO,CANELONES,SEBASTIAN PEREZ BLANCO,2025-01-15,2025-06-25,2025-07-04,5.0,2400,Otros usos agropecuarios,Otros,-34.69813026,-55.82567688,1.0,12.0,480,258027,,FISURADO,48.0,160.0,5.1,5.81,9.33,Nueva,Permiso de uso,21504,161.0,0
Proyecto de Aprovechamiento,2024/36001/027590,2031-11-26,Registrada,SAN JOSÉ,SAN JOSÉ,MARIA PAULA COLLAZO CARABALLO,2025-01-15,2025-06-17,2025-06-24,2.6,4680,Otros usos agropecuarios,Abrevadero de ganado,-33.9901144,-56.75739281,1.0,12.0,1800,258028,,FISURADO,43.0,150.0,2.66,9.1,13.11,Nueva,Permiso de uso,15905,153.0,0
Proyecto de Aprovechamiento,2024/36001/027732,2025-07-06,Registrada,SAN JOSÉ,SAN JOSÉ,MARIA PAULA COLLAZO CARABALLO,2025-01-16,2025-02-24,2025-03-07,4.2,7560,Otros usos agropecuarios,Abrevadero de ganado,-34.56703015,-56.79018013,1.0,12.0,1800,258029,,SEDIMENTARIO,26.0,152.0,4.2,5.0,7.56,Nueva,Permiso de uso,15774,39.0,0
Proyecto de Aprovechamiento,2024/36001/027560,2035-07-07,Registrada,MONTEVIDEO,CANELONES,SEBASTIAN PEREZ BLANCO,2025-01-16,2025-07-07,2025-07-11,1.0,480,Otros usos agropecuarios,Otros,-34.63774912,-55.8181905,1.0,12.0,480,258030,,FISURADO,47.0,160.0,1.05,8.35,16.67,Nueva,Permiso de uso,6299,172.0,0
Proyecto de Aprovechamiento,2025/36001/000074,2026-12-17,Registrada,SAN JOSÉ ESTE,CANELONES,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-01-16,2025-04-12,2025-04-10,1.2,1440,Otros usos agropecuarios,Otros,-34.40130131,-56.09057419,1.0,12.0,1200,258032,,SEDIMENTARIO,48.0,230.0,1.2,6.4,38.2,Nueva,Permiso de uso,49191,86.0,0
Proyecto de Aprovechamiento,2025/36001/000067,2035-04-28,Registrada,SAN JOSÉ ESTE,CANELONES,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-01-16,2025-04-28,2025-04-29,3.0,1440,Consumo humano,Uso doméstico,-34.42616545,-55.87392328,1.0,12.0,480,258033,,SEDIMENTARIO,43.0,250.0,3.0,4.1,29.0,Nueva,Permiso de uso,61285,102.0,0
Proyecto de Aprovechamiento,2025/36001/000247,2035-04-07,Registrada,ROCHA,ROCHA,ALBERTO JOSÉ MANGANELLI TREITAS,2025-01-16,2025-04-07,2025-04-09,0.9,648,Consumo humano,Uso doméstico,-34.19446765,-54.27675717,1.0,12.0,720,258034,,FISURADO,47.0,160.0,0.9,18.0,27.0,Nueva,Permiso de uso,2417,81.0,0
Proyecto de Aprovechamiento,2025/36001/000260,2035-04-04,Registrada,ROCHA,ROCHA,ALBERTO JOSÉ MANGANELLI TREITAS,2025-01-16,2025-04-04,2025-04-10,2.0,720,Consumo humano,Uso doméstico,-34.21040419,-54.31482308,1.0,12.0,360,258037,,FISURADO,45.0,160.0,8.3,13.0,27.0,Nueva,Permiso de uso,67315,78.0,0
Proyecto de Aprovechamiento,2025/36001/000266,2035-04-04,Registrada,ROCHA,ROCHA,ALBERTO JOSÉ MANGANELLI TREITAS,2025-01-16,2025-04-04,2025-04-10,4.0,1440,Otros usos agropecuarios,Abrevadero de ganado,-34.50779093,-54.32042001,1.0,12.0,360,258038,,FISURADO,47.0,160.0,5.0,10.0,18.0,Nueva,Permiso de uso,3858,78.0,0
Proyecto de Aprovechamiento,2025/36001/000285,2035-04-07,Registrada,ROCHA,ROCHA,ALBERTO JOSÉ MANGANELLI TREITAS,2025-01-16,2025-04-07,2025-04-10,0.25,360,Consumo humano,Uso doméstico,-34.05726773,-54.22182553,1.0,12.0,1440,258039,,FISURADO,46.0,160.0,0.25,6.0,32.0,Nueva,Permiso de uso,67412,81.0,0
Proyecto de Aprovechamiento,2025/36001/000312,2035-04-07,Registrada,ROCHA,ROCHA,ALBERTO JOSÉ MANGANELLI TREITAS,2025-01-16,2025-04-07,2025-04-09,0.4,432,Consumo humano,Uso doméstico,-34.53855224,-54.20889376,1.0,12.0,1080,258042,,FISURADO,46.0,160.0,0.45,8.0,28.0,Nueva,Permiso de uso,68257,81.0,0
Proyecto de Aprovechamiento,2025/36001/000320,2035-08-08,Registrada,ROCHA,MALDONADO,ALEJANDRO AGUSTIN OLEAGA BAZTERRICA,2025-01-17,2025-08-08,2025-08-21,7.0,7560,Otros usos,Otros,-34.89158921,-54.83012051,1.0,12.0,1080,258043,,FISURADO,43.0,160.0,6.9,2.73,19.27,Nueva,Permiso de uso,,203.0,0
Proyecto de Aprovechamiento,2025/36001/000333,2035-08-14,Registrada,FRAY BENTOS,COLONIA,ALEJANDRO LEONEL SCHIPILOV ZACCHINO,2025-01-17,2025-08-14,2025-09-11,10.0,28800,Otros usos agropecuarios,Abrevadero de ganado,-34.2808211,-57.51321634,1.0,12.0,2880,258045,,FISURADO,32.0,160.0,10.0,4.06,12.18,Nueva,Permiso de uso,5353,209.0,0
Permiso de Estudio,2025/36001/002152,2025-08-13,Registrada,MONTEVIDEO,SAN JOSÉ,SERGIO ANDRES GAGLIARDI URTASUN,2025-02-11,2025-02-13,2025-02-18,1.0,1,Industrial,Química,-34.778593,-56.364867,1.0,12.0,12,258046,,SEDIMENTARIO,30.0,300.0,5.0,5.0,15.0,Nueva,Permiso de uso,1632,2.0,0
Proyecto de Aprovechamiento,2025/36001/000485,2034-12-29,Registrada,MONTEVIDEO,CANELONES,SEBASTIAN PEREZ BLANCO,2025-01-20,2025-07-01,2025-07-03,1.5,1080,Otros usos,Otros,-34.70627495,-56.10152481,1.0,12.0,720,258052,,FISURADO,120.0,160.0,1.5,21.42,58.0,Nueva,Permiso de uso,22780,162.0,0
Proyecto de Aprovechamiento,2025/36001/019062,2036-01-16,Registrada,MONTEVIDEO,MONTEVIDEO,ALEJANDRO AGUSTIN OLEAGA BAZTERRICA,2025-12-04,2026-01-16,2026-01-27,35.0,550800,Industrial,Otros,-34.764,-56.25459,1.0,12.0,6480,258053,,"FISURADO, AMBOS, AMBOS",46.5,200.0,21.5,17.7,21.26,NuevaNuevaNueva,Permiso de usoPermiso de usoPermiso de uso,,43.0,0
Proyecto de Aprovechamiento,2025/36001/000761,2035-06-30,Registrada,SALTO,PAYSANDÚ,ANDRÉS SARACHO POSES,2025-02-04,2025-12-15,2025-12-22,50.0,192000,Riego,Frutales,-31.54396606,-57.83067506,9.0,4.0,3840,258055,,FISURADO,102.0,152.0,50.0,11.96,42.0,Renov/Modif,Permiso de uso,5943,314.0,1
Proyecto de Aprovechamiento,2025/36001/000800,2035-05-27,Registrada,ROCHA,MALDONADO,ALEJANDRO AGUSTIN OLEAGA BAZTERRICA,2025-01-21,2025-05-27,2025-06-13,1.8,2592,Otros usos,Llenado de embalse/tanque,-34.89072379,-54.82934235,1.0,12.0,1440,258059,,FISURADO,54.0,140.0,1.8,4.72,18.1,Nueva,Permiso de uso,,126.0,0
Proyecto de Aprovechamiento,2024/36001/027703,2035-06-11,Registrada,SAN JOSÉ,SAN JOSÉ,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-01-22,2025-06-11,2025-06-16,8.0,1920,Consumo humano,Uso doméstico,-34.38535553,-56.70489935,1.0,12.0,240,258061,,SEDIMENTARIO,30.0,250.0,8.0,13.66,15.6,Nueva,Permiso de uso,19648,140.0,0
Proyecto de Aprovechamiento,2025/36001/000159,2035-05-20,Registrada,SAN JOSÉ,SAN JOSÉ,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-01-22,2025-05-20,2025-05-23,0.4,576,Consumo humano,Uso doméstico,-34.49113265,-56.49614213,1.0,12.0,1440,258062,,SEDIMENTARIO,19.0,1100.0,0.5,16.4,18.8,Nueva,Permiso de uso,14094,118.0,0
Proyecto de Aprovechamiento,2024/36001/027626,2035-09-22,Registrada,DURAZNO,FLORES,NELSON ROBERTO MOLINA MOLINA,2025-01-24,2025-09-22,2025-10-02,4.0,8640,Otros usos agropecuarios,Abrevadero de ganado,-33.52588027,-56.84508797,1.0,12.0,2160,258064,,FISURADO,58.0,250.0,4.3,1.0,21.0,Nueva,Permiso de uso,1225,241.0,0
Proyecto de Aprovechamiento,2024/36001/017801,2035-02-14,Registrada,FRAY BENTOS,RÍO NEGRO,NELSON ROBERTO MOLINA MOLINA,2025-01-23,2025-02-14,2025-02-18,3.3,9504,Otros usos agropecuarios,Abrevadero de ganado,-32.58253736,-57.31541097,7.0,6.0,2880,258067,,SEDIMENTARIO,68.0,212.5,3.3,22.0,42.0,Nueva,Permiso de uso,487,22.0,0
Proyecto de Aprovechamiento,2025/36001/003572,2035-10-23,Registrada,SAN JOSÉ,SAN JOSÉ,MARGARITA MARÍA SIENRA VALLE,2025-03-06,2025-10-23,2025-10-28,5.0,28800,Consumo humano,Abastecimiento a poblaciones,-34.71786368,-56.46234289,1.0,12.0,5760,258094,,SEDIMENTARIO,31.5,150.0,14.0,9.2,21.5,Renov/Modif,Permiso de uso,17525,231.0,0
Proyecto de Aprovechamiento,2024/36001/011102,2034-06-30,Registrada,SAN JOSÉ,CANELONES,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-01-28,2025-01-30,2025-02-04,14.0,33600,Riego,Frutales,-34.65206725,-56.23424051,11.0,3.0,3000,258095,,"SEDIMENTARIO, SEDIMENTARIO",120.0,300.0,14.0,6.0,75.1,NuevaNueva,Permiso de usoPermiso de uso,,2.0,1
Proyecto de Aprovechamiento,2025/36001/000816,2035-05-19,Registrada,TACUAREMBÓ,TACUAREMBÓ,Juan Pablo Caballero Ferrari,2025-01-28,2025-05-19,2025-05-21,4.0,7680,Industrial,Otros,-31.76037079,-55.99121092,1.0,12.0,1920,258097,,SEDIMENTARIO,60.0,160.0,4.0,5.0,23.0,Nueva,Permiso de uso,19058,111.0,0
Proyecto de Aprovechamiento,2025/36001/002410,2029-12-31,Registrada,SAN JOSÉ,CANELONES,ALBERTO JOSÉ MANGANELLI TREITAS,2025-02-14,2025-10-17,2025-10-22,2.5,7200,Otros usos,Comercial y servicios,-34.63458886,-56.24253369,1.0,12.0,2880,258098,,SEDIMENTARIO,115.0,160.0,2.5,28.0,75.0,Nueva,Permiso de uso,6304,245.0,0
Proyecto de Aprovechamiento,2025/36001/000868,2033-09-15,Registrada,MONTEVIDEO,MONTEVIDEO,SERGIO ANDRES GAGLIARDI URTASUN,2025-01-28,2025-05-21,2025-05-29,9.0,26306,Riego,Hortalizas,-34.82746994,-56.3249244,1.0,12.0,2880,258099,,FISURADO,47.0,220.0,9.0,17.0,39.2,Nueva,Permiso de uso,43400,113.0,1
Proyecto de Aprovechamiento,2025/36001/014542,2032-09-02,Registrada,SALTO,SALTO,ANDRÉS SARACHO POSES,2025-01-31,2025-08-21,2025-09-10,2.0,6680,Riego,Hortalizas,-31.32148911,-57.84521983,1.0,12.0,3240,258115,,FISURADO,43.0,203.2,2.0,14.85,38.55,Nueva,Permiso de uso,,202.0,1
Proyecto de Aprovechamiento,2025/36001/002772,2035-07-01,Registrada,MONTEVIDEO,CANELONES,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-19,2025-07-01,2025-07-10,1.8,1728,Consumo humano,Uso doméstico,-34.65062013,-55.57201009,1.0,12.0,960,258119,,AMBOS,40.0,160.0,1.8,10.8,27.3,Nueva,Permiso de uso,72958,132.0,0
Proyecto de Aprovechamiento,2025/36001/002934,2034-05-01,Registrada,MONTEVIDEO,MONTEVIDEO,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-21,2025-08-11,2025-08-13,30.0,97200,Riego,Frutales,-34.79214377,-56.28369293,10.0,3.0,3240,258120,,AMBOS,40.0,160.0,35.0,3.5,14.5,Nueva,Permiso de uso,156961,171.0,1
Proyecto de Aprovechamiento,2025/36001/002941,2035-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-21,2025-08-12,2025-08-22,24.0,77760,Riego,Frutales,-34.79482556,-56.2745744,10.0,3.0,3240,258121,,AMBOS,44.0,160.0,25.0,1.0,30.0,Nueva,Permiso de uso,172945,172.0,1
Proyecto de Aprovechamiento,2025/36001/001252,2035-06-17,Registrada,FRAY BENTOS,SORIANO,ALEJANDRO LEONEL SCHIPILOV ZACCHINO,2025-02-03,2025-06-17,2025-06-24,7.0,30240,Otros usos agropecuarios,Feed-lot,-33.56723467,-57.98932236,1.0,12.0,4320,258130,,FISURADO,45.0,160.0,7.0,5.05,11.98,Nueva,Permiso de uso,810,134.0,0
Proyecto de Aprovechamiento,2025/36001/001432,2035-07-23,Registrada,SAN JOSÉ ESTE,FLORIDA,NELSON ROBERTO MOLINA MOLINA,2025-07-22,2025-07-23,2025-08-14,6.0,12960,Otros usos agropecuarios,Abrevadero de ganado,-34.28152833,-56.33326214,10.0,9.0,2160,258132,,FISURADO,55.0,300.0,6.0,12.0,17.0,Nueva,Permiso de uso,142,1.0,0
Proyecto de Aprovechamiento,2025/36001/008418,2035-07-22,Registrada,SAN JOSÉ ESTE,FLORIDA,SEBASTIAN PEREZ BLANCO,2025-06-04,2025-07-22,2025-08-12,3.5,2520,Consumo humano,Uso doméstico,-34.1464876,-55.75350644,1.0,12.0,720,258135,,FISURADO,43.0,160.0,3.5,15.0,35.0,Nueva,Permiso de uso,19131,48.0,0
Proyecto de Aprovechamiento,2025/36001/001107,2035-05-21,Registrada,SAN JOSÉ,SAN JOSÉ,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-04,2025-05-21,2025-05-26,2.2,2376,Consumo humano,Uso doméstico,-34.39530071,-56.67664407,1.0,12.0,1080,258144,,SEDIMENTARIO,12.0,250.0,2.2,3.72,8.5,Nueva,Permiso de uso,7647,106.0,0
Proyecto de Aprovechamiento,2025/36001/002341,2035-05-20,Registrada,DURAZNO,FLORIDA,ALBERTO JOSÉ MANGANELLI TREITAS,2025-02-14,2025-05-20,2025-06-10,1.3,936,Consumo humano,Uso doméstico,-33.55500648,-55.80473899,1.0,12.0,720,258145,,FISURADO,42.5,160.0,1.3,8.0,36.0,Nueva,Permiso de uso,14165,95.0,0
Proyecto de Aprovechamiento,2025/36001/001110,2035-06-17,Registrada,SAN JOSÉ,SAN JOSÉ,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-04,2025-06-17,2025-06-24,2.7,1944,Otros usos agropecuarios,Abrevadero de ganado,-34.45033059,-56.77339671,1.0,12.0,720,258147,,SEDIMENTARIO,31.0,300.0,2.7,10.5,23.0,Nueva,Permiso de uso,12589,133.0,0
Proyecto de Aprovechamiento,2025/36001/001112,2035-06-17,Registrada,SAN JOSÉ,SAN JOSÉ,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-04,2025-06-17,2025-06-24,5.0,5400,Otros usos agropecuarios,Abrevadero de ganado,-34.64427643,-56.75561796,1.0,12.0,1080,258148,,AMBOS,34.5,300.0,5.8,14.36,17.26,Nueva,Permiso de uso,13613,133.0,0
Proyecto de Aprovechamiento,2025/36001/001115,2035-05-13,Registrada,SAN JOSÉ,SAN JOSÉ,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-04,2025-05-13,2025-05-16,6.7,16080,Otros usos agropecuarios,Abrevadero de ganado,-34.70810948,-56.50872706,1.0,12.0,2400,258149,,SEDIMENTARIO,24.0,300.0,6.7,7.5,11.0,Nueva,Permiso de uso,7326,98.0,0
Proyecto de Aprovechamiento,2025/36001/001121,2025-04-23,Registrada,MONTEVIDEO,MONTEVIDEO,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-04,2025-04-23,2025-04-24,2.5,9000,Otros usos,Comercial y servicios,-34.90358169,-56.13726734,1.0,12.0,3600,258150,,FISURADO,48.0,160.0,3.0,9.0,41.0,Nueva,Permiso de uso,410067,78.0,0
Proyecto de Aprovechamiento,2025/36001/001117,2035-06-30,Registrada,FRAY BENTOS,COLONIA,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-07-30,2025-08-01,2025-08-18,6.0,17280,Riego,Frutales,-34.35773776,-57.25633389,9.0,2.0,2880,258151,,SEDIMENTARIO,41.0,160.0,6.0,3.0,21.7,Nueva,Permiso de uso,1070,2.0,1
Proyecto de Aprovechamiento,2025/36001/001162,2035-06-24,Registrada,SAN JOSÉ ESTE,SAN JOSÉ,ROBERTO ANDRÉS CARRIÓN OLIVERI,2025-02-05,2025-06-24,2025-06-25,16.0,24450,Otros usos agropecuarios,Abrevadero de ganado,-34.43132991,-56.4508034,1.0,12.0,1800,258154,,"SEDIMENTARIO, SEDIMENTARIO",34.0,260.0,8.0,13.4,14.1,NuevaNueva,Permiso de usoPermiso de uso,11967,139.0,0
Proyecto de Aprovechamiento,2025/36001/010012,2035-09-12,Registrada,TACUAREMBÓ,DURAZNO,JUAN JOSÉ LEDESMA PROFUMO,2025-06-25,2025-09-12,2025-09-29,3.0,2880,Otros usos agropecuarios,Abrevadero de ganado,-33.06937387,-55.6873753,1.0,12.0,960,258171,,FISURADO,40.0,152.0,6.5,5.0,31.0,Nueva,Permiso de uso,6237,79.0,0
Proyecto de Aprovechamiento,2025/36001/000760,2035-06-30,Registrada,SALTO,SALTO,ANDRÉS SARACHO POSES,2025-02-10,2025-12-09,2025-12-11,30.0,115200,Riego,Frutales,-31.36583,-57.75946,9.0,4.0,3840,258176,,FISURADO,90.0,152.0,30.0,24.12,49.5,Renov/Modif,Permiso de uso,3023,302.0,1
Proyecto de Aprovechamiento,2025/36001/000757,2035-12-18,Registrada,SALTO,SALTO,ANDRÉS SARACHO POSES,2025-02-10,2025-12-18,2025-12-22,10.0,33600,Industrial,Otros,-31.38192633,-57.7774664,1.0,12.0,2880,258177,,"FISURADO, FISURADO",90.0,152.4,10.0,24.9,48.4,Renov/ModifRenov/Modif,Permiso de usoPermiso de uso,,311.0,0
Proyecto de Aprovechamiento,2025/36001/002237,2035-06-18,Registrada,SAN JOSÉ ESTE,FLORIDA,MARIA PAULA COLLAZO CARABALLO,2025-02-12,2025-06-18,2025-07-03,5.0,1800,Consumo humano,Uso doméstico,-34.02212976,-56.20366652,6.0,5.0,360,258179,,SEDIMENTARIO,23.0,152.0,5.0,16.43,17.13,Nueva,Permiso de uso,20025,126.0,0
Proyecto de Aprovechamiento,2025/36001/014080,2035-09-12,Registrada,SAN JOSÉ,SAN JOSÉ,MARIA PAULA COLLAZO CARABALLO,2025-08-14,2025-09-12,2025-09-30,4.5,24300,Otros usos,Comercial y servicios,-34.33823752,-56.71471879,9.0,8.0,5400,258181,,FISURADO,45.0,152.0,4.5,9.0,20.35,Nueva,Permiso de uso,11128,29.0,0
Proyecto de Aprovechamiento,2024/36001/020450,2034-06-30,Registrada,SAN JOSÉ,SAN JOSÉ,"Analía Olivera, FERNANDO GABRIEL DELPIANO BERRUTTU",2025-02-11,2025-02-18,2025-03-07,25.0,68400,Riego,Frutales,-34.72187308,-56.5156575,10.0,3.0,2700,258182,,SEDIMENTARIO,450.0,203.0,25.0,15.0,29.0,Renov/Modif,Permiso de uso,18363,7.0,1
