Tipo de Solicitud,Nro. GEX,Fecha Vencimiento,Estado,Regional,Departamento,Tecnicos,Fecha de Solicitud,Fecha de Resolución,Fecha de Inscripción,Caudal,Volumen,Uso,Destino,Latitud,Longitud,Mes Inicio,Mes Final,Horas x Año,Id Solicitud,Sección y localidad catastral,Tipo de acuifero,profundidad,Diámetro,Caudal Ensayado,Nivel Estático,Nivel Dinámico,Accion Solicitud,Tipo Resolución,Número de Padrón,Dias_Demora,Es_Riego
Proyecto de Aprovechamiento,SGRH-00040200289-635.001,2011-03-27,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2000-09-18,2001-03-27,,19.7,35460,Riego,Frutales,-31.31716746,-57.95376019,12.0,3.0,2160,237902,2.0,,55.0,0.15,19.7,20.0,37.5,Nueva,Autorización,4739,190.0,1
Proyecto de Aprovechamiento,SGRH-00040200324-595.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2000-03-10,2000-10-19,2000-10-25,9.0,16200,Riego,Otros,-32.34177153,-58.08282352,12.0,3.0,2160,237906,2.0,,53.0,0.15,9.0,25.0,29.0,Nueva,Autorización,5331,223.0,1
Proyecto de Aprovechamiento,SGRH-00040200325-596.001,2010-10-20,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2000-03-10,2000-10-20,2000-10-27,25.0,16000,Riego,Hortalizas,-32.36978549,-57.87001899,12.0,3.0,2160,237907,2.0,,31.0,0.15,25.0,2.0,5.0,Nueva,Autorización,2048,224.0,1
Proyecto de Aprovechamiento,SGRH-00040200402-598.001,2010-10-19,Registrada,SAN JOSÉ,SAN JOSÉ,"Rodríguez, Jorge",2000-04-11,2000-10-19,2000-10-25,20.0,8000,Riego,Otros,-34.68004373,-56.73112873,12.0,3.0,2160,237914,6.0,,55.0,0.15,20.0,28.0,32.5,Nueva,Autorización,14232,191.0,1
Proyecto de Aprovechamiento,SGRH-00040200414-609.001,2010-10-10,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",2000-04-14,2000-10-10,2000-10-18,6.8,7000,Riego,Frutales,-34.5045261,-56.30396653,12.0,3.0,2160,237926,1.0,,64.0,0.15,6.8,3.9,22.3,Nueva,Autorización,19,179.0,1
Proyecto de Aprovechamiento,SGRH-00040200456-613.001,2010-09-19,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",2000-05-05,2000-09-15,2000-09-18,3.0,3500,Riego,Hortalizas,-34.52060124,-56.22510334,12.0,3.0,2160,237931,1.0,,50.0,0.15,3.0,8.45,29.0,Nueva,Autorización,17508,133.0,1
Proyecto de Aprovechamiento,SGRH-00040200634-617.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2000-07-12,2000-10-19,2000-10-25,18.0,22500,Riego,Hortalizas,-32.2973834,-57.80362401,12.0,3.0,2160,237941,1.0,,58.0,0.15,18.0,25.5,34.6,Nueva,Autorización,2008,99.0,1
Proyecto de Aprovechamiento,SGRH-00040200636-619.001,2010-10-27,Registrada,FRAY BENTOS,RÍO NEGRO,"Rodríguez, Jorge",2000-07-12,2000-10-27,2000-11-02,6.0,7500,Riego,Hortalizas,-32.96808761,-58.0426651,12.0,3.0,2160,237943,2.0,,53.0,0.2,6.0,15.0,41.05,Nueva,Autorización,2934,107.0,1
Proyecto de Aprovechamiento,SGRH-00040200637-621.001,2010-10-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2000-07-12,2000-10-19,2000-10-25,12.8,14000,Riego,Frutales,-32.25813999,-58.02078585,12.0,3.0,2160,237944,2.0,,79.0,0.15,12.8,14.1,48.0,Nueva,Autorización,38,99.0,1
Proyecto de Aprovechamiento,SGRH-00040200638-620.001,2010-10-19,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",2000-07-12,2000-10-19,2000-10-25,15.0,7000,Riego,Frutales,-34.61540237,-56.2582963,12.0,3.0,2160,237945,17.0,,134.0,0.15,15.0,18.0,124.0,Nueva,Autorización,47083,99.0,1
Proyecto de Aprovechamiento,SGRH-00040200830-634.001,2011-03-27,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2000-09-18,2001-03-27,2001-04-04,14.0,25200,Riego,Frutales,-31.31567434,-57.96212782,12.0,3.0,2160,237963,,,55.0,0.15,14.0,11.0,38.5,Nueva,Autorización,4739,190.0,1
Proyecto de Aprovechamiento,SGRH-00040200831-633.001,2011-03-27,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2000-09-18,2001-03-27,2001-04-03,19.7,35460,Riego,Frutales,-31.3279348,-57.90253832,12.0,3.0,2160,237964,3.0,,55.0,0.15,19.7,10.0,15.0,Nueva,Autorización,4625,190.0,1
Proyecto de Aprovechamiento,SGRH-00040201029-643.001,2009-12-06,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2000-11-23,2001-12-06,2001-12-11,4.4,7920,Riego,Frutales,-34.76647911,-56.14989713,12.0,3.0,1920,237993,17.0,,60.0,0.14,4.4,12.3,45.5,Nueva,Autorización,100159,378.0,1
Proyecto de Aprovechamiento,SGRH-00040201064-651.001,2011-06-15,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2000-12-01,2001-06-15,2001-06-29,2.7,3000,Riego,Hortalizas,-34.76208014,-56.11001066,12.0,3.0,1920,238002,16.0,,54.0,0.15,2.7,12.2,40.05,Nueva,Autorización,177136,196.0,1
Proyecto de Aprovechamiento,SGRH-00040201066-653.001,2008-03-28,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2000-12-01,2001-03-28,2001-04-04,12.0,12000,Riego,Hortalizas,-34.81484565,-56.4018758,12.0,3.0,1920,238004,16.0,,66.0,0.15,12.0,19.5,45.0,Nueva,Autorización,170267,117.0,1
Proyecto de Aprovechamiento,SGRH-00040201067-654.001,2008-04-16,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2000-12-01,2001-04-16,2001-04-30,12.0,14000,Riego,Frutales,-34.74694434,-56.20004997,12.0,3.0,1920,238005,9.0,,42.0,0.15,12.0,3.0,,Nueva,Autorización,59630,136.0,1
Proyecto de Aprovechamiento,SGRH-00040201071-658.001,2011-03-27,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2000-12-01,2001-03-27,2001-04-04,2.3,2500,Riego,Frutales,-34.86373367,-56.30560106,12.0,3.0,1920,238009,13.0,,50.0,0.15,2.3,4.5,46.5,Nueva,Autorización,94288,116.0,1
Proyecto de Aprovechamiento,SGRH-00040201075-662.001,2008-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2000-12-01,2001-04-16,2001-04-30,20.0,4000,Riego,Frutales,-34.73300629,-56.18960988,12.0,3.0,1920,238013,9.0,,36.0,0.15,20.0,10.0,26.0,Nueva,Autorización,161503,136.0,1
Proyecto de Aprovechamiento,SGRH-01020200320-748.001,2008-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-04,2001-12-03,,18.0,32400,Riego,Hortalizas,-32.36139307,-58.10923184,12.0,3.0,1920,238049,,,62.0,0.15,18.0,8.0,15.0,Nueva,Autorización,,243.0,1
Proyecto de Aprovechamiento,SGRH-01040200257-722.001,2011-12-03,Registrada,FRAY BENTOS,COLONIA,"Rodríguez, Jorge",2001-03-27,2001-12-03,2001-12-06,5.0,5500,Riego,Hortalizas,-33.97400032,-58.29861088,12.0,3.0,2160,238411,6.0,,85.0,0.15,5.0,4.0,75.0,Nueva,Autorización,5994,251.0,1
Proyecto de Aprovechamiento,SGRH-01040200259-720.001,2009-10-01,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-03-27,2001-10-01,2001-10-04,24.0,43200,Riego,Otros,-32.32080333,-58.04567073,12.0,3.0,2160,238412,2.0,,70.0,0.15,24.0,30.0,37.0,Nueva,Autorización,931,188.0,1
Proyecto de Aprovechamiento,SGRH-01040200260-719.001,2010-07-15,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-01-01,2001-07-05,2001-07-13,24.0,43200,Riego,Frutales,-32.33074368,-58.01884139,12.0,3.0,2160,238413,2.0,,62.0,0.15,24.0,21.0,26.54,Nueva,Autorización,1135,185.0,1
Proyecto de Aprovechamiento,SGRH-01040200261-718.001,2007-12-31,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-01-01,2001-12-31,2002-01-03,8.0,14400,Riego,Hortalizas,-32.28903097,-58.08309225,12.0,3.0,2160,238414,1.0,,60.0,0.15,8.0,5.0,24.0,Nueva,Autorización,309,364.0,1
Proyecto de Aprovechamiento,SGRH-01040200262-717.001,2010-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-03-27,2001-11-19,2001-11-20,24.0,43200,Riego,Hortalizas,-32.3106262,-58.06028074,12.0,3.0,2160,238415,1.0,,50.0,0.15,24.0,12.0,16.0,Nueva,Autorización,121,237.0,1
Proyecto de Aprovechamiento,SGRH-01040200263-716.001,2010-10-01,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-03-27,2001-10-01,2001-10-04,22.0,39600,Riego,Hortalizas,-32.30284777,-58.04151258,12.0,3.0,2160,238416,2.0,,50.0,0.15,22.0,26.2,34.2,Nueva,Autorización,754,188.0,1
Proyecto de Aprovechamiento,SGRH-01040200264-715.001,2010-06-30,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2001-03-27,2001-07-16,2001-07-25,19.7,20000,Riego,Hortalizas,-31.20553043,-57.45554572,12.0,3.0,2160,238417,2.0,,46.0,0.15,19.7,7.0,19.0,Nueva,Autorización,7597,111.0,1
Proyecto de Aprovechamiento,SGRH-01040200273-723.001,2010-12-31,Registrada,SAN JOSÉ,SAN JOSÉ,"Rodríguez, Jorge",2001-01-01,2001-12-31,2002-01-03,24.0,102000,Riego,Hortalizas,-34.68523331,-56.56859433,12.0,3.0,2160,238422,6.0,,48.0,0.2,24.0,25.2,38.0,Nueva,Autorización,18049,364.0,1
Proyecto de Aprovechamiento,SGRH-01040200275-682.001,2010-06-11,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-03-28,2001-06-11,2001-06-13,18.0,32400,Riego,Hortalizas,-32.30797048,-58.05756106,12.0,3.0,2160,238423,1.0,,60.0,0.15,18.0,27.0,36.0,Nueva,Autorización,406,75.0,1
Proyecto de Aprovechamiento,SGRH-01040200276-683.001,2007-05-01,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-03-28,2001-06-13,2001-06-22,5.0,9000,Riego,Hortalizas,-32.30460737,-58.06915351,12.0,3.0,2160,238424,1.0,,35.0,0.15,5.0,11.8,21.0,Nueva,Autorización,83,77.0,1
Proyecto de Aprovechamiento,SGRH-01040200277-684.001,2009-06-11,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-03-28,2001-06-11,2001-06-13,22.0,39600,Riego,Hortalizas,-32.33733342,-58.02855879,12.0,3.0,2160,238425,2.0,,49.0,0.15,22.0,11.0,27.34,Nueva,Autorización,1118,75.0,1
Proyecto de Aprovechamiento,SGRH-01040200278-685.001,2010-01-29,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-03-28,2002-01-29,2002-01-31,24.0,43200,Riego,Hortalizas,-32.28566588,-58.06974266,12.0,3.0,2160,238426,12.0,,43.0,0.15,24.0,21.0,26.8,Nueva,Autorización,278,307.0,1
Proyecto de Aprovechamiento,SGRH-01040200280-687.001,2008-06-30,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2001-03-28,2001-06-13,2001-06-22,20.0,36000,Riego,Hortalizas,-31.42351707,-57.95618816,12.0,3.0,2160,238428,1.0,,43.0,0.15,20.0,9.0,11.0,Nueva,Autorización,4389,77.0,1
Proyecto de Aprovechamiento,SGRH-01040200281-688.001,2009-06-30,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2001-03-28,2001-06-13,2001-06-22,12.0,21600,Riego,Frutales,-31.45831982,-58.00379009,12.0,3.0,2160,238429,1.0,,52.0,0.15,12.0,16.6,39.56,Nueva,Autorización,5225,77.0,1
Proyecto de Aprovechamiento,SGRH-01040200283-691.001,2011-06-30,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2001-03-28,2001-12-31,2002-01-03,12.0,21600,Riego,Hortalizas,-31.07548872,-57.81692484,12.0,3.0,2160,238431,11.0,,60.0,0.15,12.0,9.0,30.0,Nueva,Autorización,455,278.0,1
Proyecto de Aprovechamiento,SGRH-01040200288-695.001,2009-06-30,Registrada,TREINTA Y TRES,MALDONADO,"Rodríguez, Jorge",2001-03-28,2001-07-05,2001-07-13,4.0,3000,Riego,Forraje/Pradera/Semillas,-34.15932956,-54.64055155,12.0,3.0,2160,238435,4.0,,40.0,0.15,4.0,8.5,27.5,Nueva,Autorización,12995,99.0,1
Proyecto de Aprovechamiento,SGRH-01040200290-697.001,2011-12-03,Registrada,SAN JOSÉ,SAN JOSÉ,"Rodríguez, Jorge",2001-03-28,2001-12-03,2001-12-06,150.0,30000,Riego,Frutales,-34.73112499,-56.50733007,12.0,3.0,1920,238437,6.0,,30.0,0.2,150.0,8.0,14.0,Nueva,Autorización,15310,250.0,1
Proyecto de Aprovechamiento,SGRH-01040200294-701.001,2011-04-09,Registrada,SAN JOSÉ,SAN JOSÉ,"Rodríguez, Jorge",2001-03-28,2002-04-09,2002-04-10,30.0,30000,Riego,Hortalizas,-34.61594827,-56.68352896,12.0,3.0,2160,238441,6.0,,43.0,0.2,30.0,6.0,29.0,Nueva,Autorización,,377.0,1
Proyecto de Aprovechamiento,SGRH-01040200298-707.001,2011-07-05,Registrada,FRAY BENTOS,RÍO NEGRO,"Rodríguez, Jorge",2001-03-30,2001-07-05,2001-07-13,11.8,21240,Riego,Forraje/Pradera/Semillas,-32.97175871,-58.0390151,12.0,3.0,2160,238443,2.0,,93.0,0.22,11.8,21.1,54.15,Nueva,Autorización,2932,97.0,1
Proyecto de Aprovechamiento,SGRH-01040200310-730.001,2010-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-03,2001-09-14,2001-09-21,20.5,36900,Riego,Otros,-32.30972513,-58.06025836,12.0,3.0,2160,238451,1.0,,56.0,0.15,20.5,22.0,24.0,Nueva,Autorización,442,164.0,1
Proyecto de Aprovechamiento,SGRH-01040200311-729.001,2007-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-03,2001-12-03,2001-12-06,24.0,43200,Riego,Hortalizas,-32.33383714,-57.99661904,12.0,3.0,2160,238452,2.0,,68.0,0.15,24.0,24.0,30.0,Nueva,Autorización,987,244.0,1
Proyecto de Aprovechamiento,SGRH-01040200312-728.001,2007-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-03,2001-12-03,2001-12-06,24.0,43200,Riego,Frutales,-32.31675805,-58.01956178,12.0,3.0,2160,238453,2.0,,58.0,0.15,24.0,25.0,27.0,Nueva,Autorización,862,244.0,1
Proyecto de Aprovechamiento,SGRH-01040200313-727.001,2007-12-31,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-03,2001-12-31,2002-11-30,18.0,18000,Riego,Cereales/Oleaginosas,-32.34591225,-57.84133225,12.0,3.0,2160,238454,2.0,,49.0,0.15,18.0,25.0,34.0,Nueva,Autorización,1984,272.0,1
Proyecto de Aprovechamiento,SGRH-01040200317-751.001,2010-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-04,2001-12-03,2001-12-06,22.0,39600,Riego,Frutales,-32.33495861,-58.03540232,12.0,3.0,1920,238458,2.0,,49.0,0.15,22.0,19.0,25.2,Nueva,Autorización,3627,243.0,1
Proyecto de Aprovechamiento,SGRH-01040200318-750.001,2010-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-04,2001-11-19,2001-11-20,12.0,21600,Riego,Hortalizas,-32.30460647,-57.99272883,12.0,3.0,1920,238459,2.0,,31.0,0.15,12.0,9.0,23.0,Nueva,Autorización,731,229.0,1
Proyecto de Aprovechamiento,SGRH-01040200319-749.001,2010-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-04,2001-11-19,2001-11-20,22.0,39600,Riego,Hortalizas,-32.38756378,-57.88529913,12.0,3.0,1920,238460,2.0,,74.0,0.15,22.0,20.5,48.4,Nueva,Autorización,4993,229.0,1
Proyecto de Aprovechamiento,SGRH-01040200321-747.001,2009-12-03,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",2001-04-04,2001-12-03,2001-12-06,13.5,24300,Riego,Cereales/Oleaginosas,-31.82536653,-57.8065569,12.0,3.0,1920,238461,4.0,,70.0,0.15,13.5,18.0,44.0,Nueva,Autorización,5470,243.0,1
Proyecto de Aprovechamiento,SGRH-01040200322-746.001,2010-03-01,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-04,2002-03-01,2002-03-05,22.0,39600,Riego,Hortalizas,-32.31773448,-58.04081775,12.0,3.0,1920,238462,2.0,,52.0,0.15,22.0,2.0,20.1,Nueva,Autorización,673,331.0,1
Proyecto de Aprovechamiento,SGRH-01040200323-745.001,2009-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-04,2001-12-03,2001-12-06,24.0,43200,Riego,Hortalizas,-32.35188194,-58.02148157,12.0,3.0,1920,238463,1.0,,43.0,0.15,24.0,11.0,27.0,Nueva,Autorización,1209,243.0,1
Proyecto de Aprovechamiento,SGRH-01040200340-756.001,2010-12-03,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-04-18,2001-12-03,2001-12-04,22.0,39600,Riego,Otros,-32.32591956,-58.03677263,12.0,3.0,1920,238474,2.0,,60.0,0.15,22.0,28.2,33.46,Nueva,Autorización,,229.0,1
Proyecto de Aprovechamiento,SGRH-01040200357-765.001,2010-11-19,Registrada,SAN JOSÉ,SAN JOSÉ,"Rodríguez, Jorge",2001-04-19,2001-11-19,,36.5,30000,Riego,Hortalizas,-34.67870841,-56.72893152,12.0,3.0,1920,238482,6.0,,54.0,0.2,36.5,29.0,40.0,Nueva,Autorización,14980,214.0,1
Proyecto de Aprovechamiento,SGRH-01040200366-774.001,2010-12-03,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2001-04-19,2001-12-03,2001-12-06,7.5,13500,Riego,Frutales,-34.72143678,-56.13988164,12.0,3.0,1920,238491,17.0,,61.0,0.15,7.5,3.3,36.3,Nueva,Autorización,92556,228.0,1
Proyecto de Aprovechamiento,SGRH-01040200369-777.001,2009-06-30,Registrada,MONTEVIDEO,LAVALLEJA,"Rodríguez, Jorge",2001-04-19,2001-12-31,2002-01-03,23.0,7000,Riego,Hortalizas,-34.36962685,-55.54377964,12.0,3.0,1920,238494,13.0,,35.0,0.15,23.0,3.2,3.0,Nueva,Autorización,10079,256.0,1
Proyecto de Aprovechamiento,SGRH-01040200381-762.001,2008-06-30,Registrada,SALTO,SALTO,"Rodríguez, Jorge",2001-04-20,2002-08-29,2002-09-02,5.4,9720,Riego,Hortalizas,-31.07109484,-57.8153655,12.0,3.0,1920,238496,,,60.0,0.15,5.4,21.0,38.0,Nueva,Autorización,371,496.0,1
Proyecto de Aprovechamiento,SGRH-01040200431-796.001,2010-10-03,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",2001-05-03,2001-10-03,2001-10-05,3.0,3000,Riego,Hortalizas,-34.62254667,-56.20054249,12.0,3.0,2160,238505,17.0,,102.0,0.15,3.0,3.2,96.6,Nueva,Autorización,41468,153.0,1
Proyecto de Aprovechamiento,SGRH-01040200452-808.001,2009-11-14,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",2001-05-08,2001-11-14,2001-11-15,18.0,32400,Riego,Cereales/Oleaginosas,-31.8132407,-57.80365496,12.0,3.0,2160,238521,11.0,,65.0,0.15,18.0,17.5,36.0,Nueva,Autorización,5142,190.0,1
Proyecto de Aprovechamiento,SGRH-01040200453-809.001,2007-12-12,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-08,2002-12-12,2002-12-16,13.5,24300,Riego,Cereales/Oleaginosas,-32.35125297,-57.98004786,12.0,3.0,2160,238522,12.0,,55.0,0.15,13.5,22.0,27.0,Nueva,Autorización,788,583.0,1
Proyecto de Aprovechamiento,SGRH-01040200462-822.001,2011-09-28,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",2001-05-10,2001-09-28,2001-10-04,4.4,4500,Riego,Hortalizas,-34.51573509,-56.19785255,12.0,3.0,2160,238530,1.0,,47.0,0.15,4.4,8.0,41.0,Nueva,Autorización,12290,141.0,1
Proyecto de Aprovechamiento,SGRH-01040200467-798.001,2011-11-14,Registrada,FRAY BENTOS,RÍO NEGRO,"Rodríguez, Jorge",2001-05-08,2001-11-14,2001-11-15,10.0,18000,Riego,Frutales,-33.02072756,-58.02259824,12.0,3.0,2160,238535,4.0,,105.0,0.15,10.0,13.0,52.0,Nueva,Autorización,3029,190.0,1
Proyecto de Aprovechamiento,SGRH-01040200468-820.001,2010-10-01,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-10,2001-10-01,2001-10-04,22.0,39600,Riego,Hortalizas,-32.49548125,-57.61120491,12.0,3.0,2160,238536,3.0,,55.0,0.15,22.0,18.0,29.4,Nueva,Autorización,1484,144.0,1
Proyecto de Aprovechamiento,SGRH-01040200469-819.001,2010-12-05,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",2001-05-10,2001-12-05,2001-12-07,7.0,12600,Riego,Cereales/Oleaginosas,-31.92443662,-58.07984711,12.0,3.0,2160,238537,11.0,,90.0,0.15,7.0,35.0,77.0,Nueva,Autorización,6314,209.0,1
Proyecto de Aprovechamiento,SGRH-01040200486-830.001,2010-09-19,Registrada,SAN JOSÉ,CANELONES,"Rodríguez, Jorge",2001-05-14,2002-09-19,2002-09-23,11.0,12000,Riego,Frutales,-34.598464,-56.256023,12.0,3.0,2160,238543,1.0,,134.0,0.2,11.0,20.0,70.0,Nueva,Autorización,15126,493.0,1
Proyecto de Aprovechamiento,SGRH-01040200491-835.001,2011-01-29,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",2001-05-14,2002-01-29,2002-01-31,8.5,15300,Riego,Frutales,-31.63124936,-57.87982918,12.0,3.0,2160,238548,4.0,,62.0,0.15,8.5,15.62,50.8,Nueva,Autorización,5895,260.0,1
Proyecto de Aprovechamiento,SGRH-01040200494-840.001,2011-11-19,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-14,2001-11-19,2001-11-20,17.0,30600,Riego,Forraje/Pradera/Semillas,-32.34307775,-58.03507107,12.0,3.0,2160,238550,3.0,,56.0,0.15,17.0,13.0,20.0,Nueva,Autorización,1205,189.0,1
Proyecto de Aprovechamiento,SGRH-01040200496-839.001,2011-10-01,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-14,2001-10-01,2001-10-04,15.0,27000,Riego,Hortalizas,-32.3275845,-58.06972676,12.0,3.0,2160,238552,1.0,,52.0,0.15,15.0,18.0,40.5,Nueva,Autorización,2052,140.0,1
Proyecto de Aprovechamiento,SGRH-01040200501-852.001,2008-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2001-05-14,2001-12-06,2001-12-11,2.2,3960,Riego,Hortalizas,-34.82949478,-56.42305821,12.0,3.0,1920,238557,1.0,,61.0,0.15,2.2,15.0,50.0,Nueva,Autorización,408882,206.0,1
Proyecto de Aprovechamiento,SGRH-01040200503-850.001,2011-02-04,Registrada,DURAZNO,DURAZNO,"Rodríguez, Jorge",2001-05-14,2002-02-04,2002-02-06,10.9,6000,Riego,Hortalizas,-33.4473708,-56.51286491,12.0,3.0,1920,238559,1.0,,44.0,0.15,10.9,5.2,20.0,Nueva,Autorización,563,266.0,1
Proyecto de Aprovechamiento,SGRH-01040200510-846.001,2011-02-04,Registrada,FRAY BENTOS,COLONIA,"Rodríguez, Jorge",2001-05-17,2002-02-04,2002-02-06,5.8,5500,Riego,Frutales,-33.9590513,-58.30249958,12.0,3.0,2160,238560,6.0,,62.0,0.15,5.8,5.0,48.0,Nueva,Autorización,4505,263.0,1
Proyecto de Aprovechamiento,SGRH-01040200513-854.001,2008-06-30,Registrada,MONTEVIDEO,MONTEVIDEO,"Rodríguez, Jorge",2001-05-17,2001-11-19,2001-11-20,20.0,9000,Riego,Frutales,-34.73207306,-56.19943236,12.0,3.0,1920,238563,9.0,,38.0,0.15,20.0,12.0,32.0,Nueva,Autorización,161490,186.0,1
Proyecto de Aprovechamiento,SGRH-01040200519-866.001,2011-06-30,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-17,2002-02-04,2002-02-07,22.0,39600,Riego,Hortalizas,-32.29807765,-58.05625431,12.0,3.0,1920,238569,1.0,,65.0,0.15,22.0,31.5,37.0,Nueva,Autorización,3303,263.0,1
Proyecto de Aprovechamiento,SGRH-01040200520-855.001,2008-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-17,2001-09-14,2001-09-18,5.0,9000,Riego,Hortalizas,-32.44281365,-58.07845829,12.0,3.0,1920,238570,1.0,,95.0,0.15,5.0,27.0,58.6,Nueva,Autorización,5442,120.0,1
Proyecto de Aprovechamiento,SGRH-01040200521-856.001,2008-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-17,2001-09-14,2001-09-21,20.0,36000,Riego,Forraje/Pradera/Semillas,-32.3281875,-57.82235295,12.0,3.0,1920,238571,4.0,,54.0,0.15,20.0,8.5,30.0,Nueva,Autorización,1344,120.0,1
Proyecto de Aprovechamiento,SGRH-01040200522-857.001,2008-09-14,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-17,2001-09-14,2001-09-18,18.0,32400,Riego,Cereales/Oleaginosas,-32.33834267,-57.99672792,12.0,3.0,1920,238572,2.0,,50.0,0.15,18.0,24.0,30.0,Nueva,Autorización,1078,120.0,1
Proyecto de Aprovechamiento,SGRH-01040200523-858.001,2008-01-29,Registrada,FRAY BENTOS,PAYSANDÚ,"Rodríguez, Jorge",2001-05-17,2002-01-29,2002-01-31,21.0,37800,Riego,Cereales/Oleaginosas,-32.28810889,-58.05919104,12.0,3.0,1920,238573,1.0,,60.0,0.15,21.0,26.5,34.0,Nueva,Autorización,858,257.0,1
Proyecto de Aprovechamiento,SGRH-01040200524-859.001,2007-12-06,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",2001-05-17,2001-12-06,2001-12-11,12.0,21600,Riego,Frutales,-31.92455485,-57.88957753,12.0,3.0,1920,238574,4.0,,82.0,0.15,12.0,9.0,55.0,Nueva,Autorización,6320,203.0,1
Proyecto de Aprovechamiento,SGRH-01040200525-860.001,2007-11-19,Registrada,SALTO,PAYSANDÚ,"Rodríguez, Jorge",2001-05-17,2001-11-19,2001-11-20,24.0,43200,Riego,Frutales,-31.51717103,-57.90887125,12.0,3.0,1920,238575,4.0,,51.5,0.15,24.0,,,Nueva,Autorización,6597,186.0,1
